model,layer,iter,class_5way_acc,class_chance
eat_all,7,36,0.3333333333333333,0.2
eat_all,7,37,0.3333333333333333,0.2
eat_all,7,38,0.3333333333333333,0.2
eat_all,7,39,0.3333333333333333,0.2
eat_all,7,40,0.3333333333333333,0.2
eat_all,7,41,0.3333333333333333,0.2
eat_all,7,42,0.3333333333333333,0.2
eat_all,7,43,0.3333333333333333,0.2
eat_all,7,44,0.3333333333333333,0.2
eat_all,7,45,0.3333333333333333,0.2
eat_all,7,46,0.3333333333333333,0.2
eat_all,7,47,0.3333333333333333,0.2
eat_all,7,48,0.3333333333333333,0.2
eat_all,7,49,0.3333333333333333,0.2
eat_all,7,50,0.3333333333333333,0.2
eat_all,7,51,0.3333333333333333,0.2
eat_all,7,52,0.3333333333333333,0.2
eat_all,7,53,0.3333333333333333,0.2
eat_all,7,54,0.3333333333333333,0.2
eat_all,7,55,0.3333333333333333,0.2
eat_all,7,56,0.3333333333333333,0.2
eat_all,7,57,0.3333333333333333,0.2
eat_all,7,58,0.3333333333333333,0.2
eat_all,7,59,0.3333333333333333,0.2
eat_all,7,60,0.3333333333333333,0.2
eat_all,7,61,0.3333333333333333,0.2
eat_all,7,62,0.3333333333333333,0.2
eat_all,7,63,0.3333333333333333,0.2
eat_all,7,64,0.3333333333333333,0.2
eat_all,7,65,0.3333333333333333,0.2
eat_all,7,66,0.3333333333333333,0.2
eat_all,7,67,0.3333333333333333,0.2
eat_all,7,68,0.3333333333333333,0.2
eat_all,7,69,0.3333333333333333,0.2
eat_all,7,70,0.3333333333333333,0.2
eat_all,7,71,0.3333333333333333,0.2
eat_all,7,72,0.3333333333333333,0.2
eat_all,7,73,0.3333333333333333,0.2
eat_all,7,74,0.3333333333333333,0.2
eat_all,7,75,0.3333333333333333,0.2
eat_all,7,76,0.3333333333333333,0.2
eat_all,7,77,0.3333333333333333,0.2
eat_all,7,78,0.3333333333333333,0.2
eat_all,7,79,0.3333333333333333,0.2
eat_all,9,0,0.5965,0.2
eat_all,9,1,0.5876666666666667,0.2
eat_all,9,2,0.5516666666666666,0.2
eat_all,9,3,0.562,0.2
eat_all,9,4,0.5458333333333333,0.2
eat_all,9,5,0.5351666666666667,0.2
eat_all,9,6,0.5081666666666667,0.2
eat_all,9,7,0.493,0.2
eat_all,9,8,0.4806666666666667,0.2
eat_all,9,9,0.4673333333333333,0.2
eat_all,9,10,0.44183333333333336,0.2
eat_all,9,11,0.43116666666666664,0.2
eat_all,9,12,0.42233333333333334,0.2
eat_all,9,13,0.4146666666666667,0.2
eat_all,9,14,0.3975,0.2
eat_all,9,15,0.3913333333333333,0.2
eat_all,9,16,0.3878333333333333,0.2
eat_all,9,17,0.37566666666666665,0.2
eat_all,9,18,0.369,0.2
eat_all,9,19,0.3635,0.2
eat_all,9,20,0.3595,0.2
eat_all,9,21,0.35433333333333333,0.2
eat_all,9,22,0.3445,0.2
eat_all,9,23,0.3415,0.2
eat_all,9,24,0.343,0.2
eat_all,9,25,0.33716666666666667,0.2
eat_all,9,26,0.3365,0.2
eat_all,9,27,0.3273333333333333,0.2
eat_all,9,28,0.3235,0.2
eat_all,9,29,0.3225,0.2
eat_all,9,30,0.3248333333333333,0.2
eat_all,9,31,0.3278333333333333,0.2
eat_all,9,32,0.3313333333333333,0.2
eat_all,9,33,0.33366666666666667,0.2
eat_all,9,34,0.3333333333333333,0.2
eat_all,9,35,0.33316666666666667,0.2
eat_all,9,36,0.3333333333333333,0.2
eat_all,9,37,0.3333333333333333,0.2
eat_all,9,38,0.3333333333333333,0.2
eat_all,9,39,0.3333333333333333,0.2
eat_all,9,40,0.3333333333333333,0.2
eat_all,9,41,0.3333333333333333,0.2
eat_all,9,42,0.3333333333333333,0.2
eat_all,9,43,0.3333333333333333,0.2
eat_all,9,44,0.3333333333333333,0.2
eat_all,9,45,0.3333333333333333,0.2
eat_all,9,46,0.3333333333333333,0.2
eat_all,9,47,0.3333333333333333,0.2
eat_all,9,48,0.3333333333333333,0.2
eat_all,9,49,0.3333333333333333,0.2
eat_all,9,50,0.3333333333333333,0.2
eat_all,9,51,0.3333333333333333,0.2
eat_all,9,52,0.3333333333333333,0.2
eat_all,9,53,0.3333333333333333,0.2
eat_all,9,54,0.3333333333333333,0.2
eat_all,9,55,0.3333333333333333,0.2
eat_all,9,56,0.3333333333333333,0.2
eat_all,9,57,0.3333333333333333,0.2
eat_all,9,58,0.3333333333333333,0.2
eat_all,9,59,0.3333333333333333,0.2
eat_all,9,60,0.3333333333333333,0.2
eat_all,9,61,0.3333333333333333,0.2
eat_all,9,62,0.3333333333333333,0.2
eat_all,9,63,0.3333333333333333,0.2
eat_all,9,64,0.3333333333333333,0.2
eat_all,9,65,0.3333333333333333,0.2
eat_all,9,66,0.3333333333333333,0.2
eat_all,9,67,0.3333333333333333,0.2
eat_all,9,68,0.3333333333333333,0.2
eat_all,9,69,0.3333333333333333,0.2
eat_all,9,70,0.3333333333333333,0.2
eat_all,9,71,0.3333333333333333,0.2
eat_all,9,72,0.3333333333333333,0.2
eat_all,9,73,0.3333333333333333,0.2
eat_all,9,74,0.3333333333333333,0.2
eat_all,9,75,0.3333333333333333,0.2
eat_all,9,76,0.3333333333333333,0.2
eat_all,9,77,0.3333333333333333,0.2
eat_all,9,78,0.3333333333333333,0.2
eat_all,9,79,0.3333333333333333,0.2
eat_all,12,0,0.5176666666666667,0.2
eat_all,12,1,0.5081666666666667,0.2
eat_all,12,2,0.49916666666666665,0.2
eat_all,12,3,0.4855,0.2
eat_all,12,4,0.4713333333333333,0.2
eat_all,12,5,0.4661666666666667,0.2
eat_all,12,6,0.44783333333333336,0.2
eat_all,12,7,0.4251666666666667,0.2
eat_all,12,8,0.41983333333333334,0.2
eat_all,12,9,0.4106666666666667,0.2
eat_all,12,10,0.4026666666666667,0.2
eat_all,12,11,0.398,0.2
eat_all,12,12,0.39466666666666667,0.2
eat_all,12,13,0.38666666666666666,0.2
eat_all,12,14,0.37433333333333335,0.2
eat_all,12,15,0.3635,0.2
eat_all,12,16,0.3481666666666667,0.2
eat_all,12,17,0.3408333333333333,0.2
eat_all,12,18,0.3416666666666667,0.2
eat_all,12,19,0.3355,0.2
eat_all,12,20,0.3413333333333333,0.2
eat_all,12,21,0.3288333333333333,0.2
eat_all,12,22,0.3325,0.2
eat_all,12,23,0.3318333333333333,0.2
eat_all,12,24,0.3273333333333333,0.2
eat_all,12,25,0.32416666666666666,0.2
eat_all,12,26,0.3285,0.2
eat_all,12,27,0.331,0.2
eat_all,12,28,0.332,0.2
eat_all,12,29,0.3323333333333333,0.2
eat_all,12,30,0.33316666666666667,0.2
eat_all,12,31,0.33316666666666667,0.2
eat_all,12,32,0.3333333333333333,0.2
eat_all,12,33,0.3333333333333333,0.2
eat_all,12,34,0.3333333333333333,0.2
eat_all,12,35,0.3333333333333333,0.2
eat_all,12,36,0.3333333333333333,0.2
eat_all,12,37,0.3333333333333333,0.2
eat_all,12,38,0.3333333333333333,0.2
eat_all,12,39,0.3333333333333333,0.2
eat_all,12,40,0.3333333333333333,0.2
eat_all,12,41,0.3333333333333333,0.2
eat_all,12,42,0.3333333333333333,0.2
eat_all,12,43,0.3333333333333333,0.2
eat_all,12,44,0.3333333333333333,0.2
eat_all,12,45,0.3333333333333333,0.2
eat_all,12,46,0.3333333333333333,0.2
eat_all,12,47,0.3333333333333333,0.2
eat_all,12,48,0.3333333333333333,0.2
eat_all,12,49,0.3333333333333333,0.2
eat_all,12,50,0.3333333333333333,0.2
eat_all,12,51,0.3333333333333333,0.2
eat_all,12,52,0.3333333333333333,0.2
eat_all,12,53,0.3333333333333333,0.2
eat_all,12,54,0.3333333333333333,0.2
eat_all,12,55,0.3333333333333333,0.2
eat_all,12,56,0.3333333333333333,0.2
eat_all,12,57,0.3333333333333333,0.2
eat_all,12,58,0.3333333333333333,0.2
eat_all,12,59,0.3333333333333333,0.2
eat_all,12,60,0.3333333333333333,0.2
eat_all,12,61,0.3333333333333333,0.2
eat_all,12,62,0.3333333333333333,0.2
eat_all,12,63,0.3333333333333333,0.2
eat_all,12,64,0.3333333333333333,0.2
eat_all,12,65,0.3333333333333333,0.2
eat_all,12,66,0.3333333333333333,0.2
eat_all,12,67,0.3333333333333333,0.2
eat_all,12,68,0.3333333333333333,0.2
eat_all,12,69,0.3333333333333333,0.2
eat_all,12,70,0.3333333333333333,0.2
eat_all,12,71,0.3333333333333333,0.2
eat_all,12,72,0.3333333333333333,0.2
eat_all,12,73,0.3333333333333333,0.2
eat_all,12,74,0.3333333333333333,0.2
eat_all,12,75,0.3333333333333333,0.2
eat_all,12,76,0.3333333333333333,0.2
eat_all,12,77,0.3333333333333333,0.2
eat_all,12,78,0.3333333333333333,0.2
eat_all,12,79,0.3333333333333333,0.2
eat_bio,5,0,0.5718333333333333,0.2
eat_bio,5,1,0.573,0.2
eat_bio,5,2,0.5675,0.2
eat_bio,5,3,0.5643333333333334,0.2
eat_bio,5,4,0.5555,0.2
eat_bio,5,5,0.5436666666666666,0.2
eat_bio,5,6,0.5481666666666667,0.2
eat_bio,5,7,0.5473333333333333,0.2
eat_bio,5,8,0.552,0.2
eat_bio,5,9,0.5435,0.2
eat_bio,5,10,0.5468333333333333,0.2
eat_bio,5,11,0.5483333333333333,0.2
eat_bio,5,12,0.5436666666666666,0.2
eat_bio,5,13,0.5416666666666666,0.2
eat_bio,5,14,0.5428333333333333,0.2
eat_bio,5,15,0.5395,0.2
eat_bio,5,16,0.5291666666666667,0.2
eat_bio,5,17,0.5223333333333333,0.2
eat_bio,5,18,0.5211666666666667,0.2
eat_bio,5,19,0.5108333333333334,0.2
eat_bio,5,20,0.501,0.2
eat_bio,5,21,0.49416666666666664,0.2
eat_bio,5,22,0.483,0.2
eat_bio,5,23,0.47533333333333333,0.2
eat_bio,5,24,0.4673333333333333,0.2
eat_bio,5,25,0.4595,0.2
eat_bio,5,26,0.452,0.2
eat_bio,5,27,0.4415,0.2
eat_bio,5,28,0.43333333333333335,0.2
eat_bio,5,29,0.42583333333333334,0.2
eat_bio,5,30,0.4266666666666667,0.2
eat_bio,5,31,0.4186666666666667,0.2
eat_bio,5,32,0.42133333333333334,0.2
eat_bio,5,33,0.4081666666666667,0.2
eat_bio,5,34,0.4045,0.2
eat_bio,5,35,0.3965,0.2
eat_bio,5,36,0.389,0.2
eat_bio,5,37,0.3883333333333333,0.2
eat_bio,5,38,0.38316666666666666,0.2
eat_bio,5,39,0.3775,0.2
eat_bio,5,40,0.36716666666666664,0.2
eat_bio,5,41,0.3566666666666667,0.2
eat_bio,5,42,0.35183333333333333,0.2
eat_bio,5,43,0.32816666666666666,0.2
eat_bio,5,44,0.32166666666666666,0.2
eat_bio,5,45,0.31266666666666665,0.2
eat_bio,5,46,0.309,0.2
eat_bio,7,0,0.6243333333333333,0.2
eat_bio,7,1,0.6021666666666666,0.2
eat_bio,7,2,0.5851666666666666,0.2
eat_bio,7,3,0.5823333333333334,0.2
eat_bio,7,4,0.5463333333333333,0.2
eat_bio,7,5,0.5388333333333334,0.2
eat_bio,7,6,0.5005,0.2
eat_bio,7,7,0.4811666666666667,0.2
eat_bio,7,8,0.45616666666666666,0.2
eat_bio,7,9,0.4498333333333333,0.2
eat_bio,7,10,0.43866666666666665,0.2
eat_bio,7,11,0.42433333333333334,0.2
eat_bio,7,12,0.4111666666666667,0.2
eat_bio,7,13,0.3983333333333333,0.2
eat_bio,7,14,0.38116666666666665,0.2
eat_bio,7,15,0.374,0.2
eat_bio,7,16,0.37483333333333335,0.2
eat_bio,7,17,0.3615,0.2
eat_bio,7,18,0.358,0.2
eat_bio,7,19,0.349,0.2
eat_bio,7,20,0.33916666666666667,0.2
eat_bio,7,21,0.3295,0.2
eat_bio,7,22,0.3165,0.2
eat_bio,7,23,0.31966666666666665,0.2
eat_bio,7,24,0.32,0.2
eat_bio,7,25,0.32116666666666666,0.2
eat_bio,7,26,0.3285,0.2
eat_bio,7,27,0.33216666666666667,0.2
eat_bio,7,28,0.33316666666666667,0.2
eat_bio,7,29,0.3328333333333333,0.2
eat_bio,7,30,0.3333333333333333,0.2
eat_bio,7,31,0.3333333333333333,0.2
eat_bio,7,32,0.3333333333333333,0.2
eat_bio,7,33,0.3333333333333333,0.2
eat_bio,7,34,0.3333333333333333,0.2
eat_bio,7,35,0.3333333333333333,0.2
eat_bio,7,36,0.3333333333333333,0.2
eat_bio,7,37,0.3333333333333333,0.2
eat_bio,7,38,0.3333333333333333,0.2
eat_bio,7,39,0.3333333333333333,0.2
eat_bio,7,40,0.3333333333333333,0.2
eat_bio,7,41,0.3333333333333333,0.2
eat_bio,7,42,0.3333333333333333,0.2
eat_bio,7,43,0.3333333333333333,0.2
eat_bio,7,44,0.3333333333333333,0.2
eat_bio,7,45,0.3333333333333333,0.2
eat_bio,7,46,0.3333333333333333,0.2
eat_bio,7,47,0.3333333333333333,0.2
eat_bio,7,48,0.3333333333333333,0.2
eat_bio,7,49,0.3333333333333333,0.2
eat_bio,7,50,0.3333333333333333,0.2
eat_bio,7,51,0.3333333333333333,0.2
eat_bio,7,52,0.3333333333333333,0.2
eat_bio,7,53,0.3333333333333333,0.2
eat_bio,7,54,0.3333333333333333,0.2
eat_bio,7,55,0.3333333333333333,0.2
eat_bio,7,56,0.3333333333333333,0.2
eat_bio,7,57,0.3333333333333333,0.2
eat_bio,7,58,0.3333333333333333,0.2
eat_bio,7,59,0.3333333333333333,0.2
eat_bio,7,60,0.3333333333333333,0.2
eat_bio,7,61,0.3333333333333333,0.2
eat_bio,7,62,0.3333333333333333,0.2
eat_bio,7,63,0.3333333333333333,0.2
eat_bio,7,64,0.3333333333333333,0.2
eat_bio,7,65,0.3333333333333333,0.2
eat_bio,7,66,0.3333333333333333,0.2
eat_bio,7,67,0.3333333333333333,0.2
eat_bio,7,68,0.3333333333333333,0.2
eat_bio,7,69,0.3333333333333333,0.2
eat_bio,7,70,0.3333333333333333,0.2
eat_bio,7,71,0.3333333333333333,0.2
eat_bio,7,72,0.3333333333333333,0.2
eat_bio,7,73,0.3333333333333333,0.2
eat_bio,7,74,0.3333333333333333,0.2
eat_bio,7,75,0.3333333333333333,0.2
eat_bio,7,76,0.3333333333333333,0.2
eat_bio,7,77,0.3333333333333333,0.2
eat_bio,7,78,0.3333333333333333,0.2
eat_bio,7,79,0.3333333333333333,0.2
eat_bio,9,0,0.562,0.2
eat_bio,9,1,0.543,0.2
eat_bio,9,2,0.533,0.2
eat_bio,9,3,0.5228333333333334,0.2
eat_bio,9,4,0.5188333333333334,0.2
eat_bio,9,5,0.506,0.2
eat_bio,9,6,0.49083333333333334,0.2
eat_bio,9,7,0.4761666666666667,0.2
eat_bio,9,8,0.461,0.2
eat_bio,9,9,0.44316666666666665,0.2
eat_bio,9,10,0.4295,0.2
eat_bio,9,11,0.4211666666666667,0.2
eat_bio,9,12,0.41083333333333333,0.2
eat_bio,9,13,0.406,0.2
eat_bio,9,14,0.4096666666666667,0.2
eat_bio,9,15,0.386,0.2
eat_bio,9,16,0.37716666666666665,0.2
eat_bio,9,17,0.36633333333333334,0.2
eat_bio,9,18,0.36933333333333335,0.2
eat_bio,9,19,0.366,0.2
eat_bio,9,20,0.3581666666666667,0.2
eat_bio,9,21,0.36183333333333334,0.2
eat_bio,9,22,0.34983333333333333,0.2
eat_bio,9,23,0.341,0.2
eat_bio,9,24,0.3305,0.2
eat_bio,9,25,0.33316666666666667,0.2
eat_bio,9,26,0.3278333333333333,0.2
eat_bio,9,27,0.3263333333333333,0.2
eat_bio,9,28,0.3283333333333333,0.2
eat_bio,9,29,0.3265,0.2
eat_bio,9,30,0.3255,0.2
eat_bio,9,31,0.3235,0.2
eat_bio,9,32,0.3255,0.2
eat_bio,9,33,0.33016666666666666,0.2
eat_bio,9,34,0.3328333333333333,0.2
eat_bio,9,35,0.3338333333333333,0.2
eat_bio,9,36,0.33366666666666667,0.2
eat_bio,9,37,0.334,0.2
eat_bio,9,38,0.33166666666666667,0.2
eat_bio,9,39,0.333,0.2
eat_bio,9,40,0.3325,0.2
eat_bio,9,41,0.333,0.2
eat_bio,9,42,0.3333333333333333,0.2
eat_bio,9,43,0.3333333333333333,0.2
eat_bio,9,44,0.3333333333333333,0.2
eat_bio,9,45,0.3333333333333333,0.2
eat_bio,9,46,0.3333333333333333,0.2
eat_bio,9,47,0.3333333333333333,0.2
eat_bio,9,48,0.3333333333333333,0.2
eat_bio,9,49,0.3333333333333333,0.2
eat_bio,9,50,0.3333333333333333,0.2
eat_bio,9,51,0.3333333333333333,0.2
eat_bio,9,52,0.3333333333333333,0.2
eat_bio,9,53,0.3333333333333333,0.2
eat_bio,9,54,0.3333333333333333,0.2
eat_bio,9,55,0.3333333333333333,0.2
eat_bio,9,56,0.3333333333333333,0.2
eat_bio,9,57,0.3333333333333333,0.2
eat_bio,9,58,0.3333333333333333,0.2
eat_bio,9,59,0.3333333333333333,0.2
eat_bio,9,60,0.3333333333333333,0.2
eat_bio,9,61,0.3333333333333333,0.2
eat_bio,9,62,0.3333333333333333,0.2
eat_bio,9,63,0.3333333333333333,0.2
eat_bio,9,64,0.3333333333333333,0.2
eat_bio,9,65,0.3333333333333333,0.2
eat_bio,9,66,0.3333333333333333,0.2
eat_bio,9,67,0.3333333333333333,0.2
eat_bio,9,68,0.3333333333333333,0.2
eat_bio,9,69,0.3333333333333333,0.2
eat_bio,9,70,0.3333333333333333,0.2
eat_bio,9,71,0.3333333333333333,0.2
eat_bio,9,72,0.3333333333333333,0.2
eat_bio,9,73,0.3333333333333333,0.2
eat_bio,9,74,0.3333333333333333,0.2
eat_bio,9,75,0.3333333333333333,0.2
eat_bio,9,76,0.3333333333333333,0.2
eat_bio,9,77,0.3333333333333333,0.2
eat_bio,9,78,0.3333333333333333,0.2
eat_bio,9,79,0.3333333333333333,0.2
eat_bio,12,0,0.5063333333333333,0.2
eat_bio,12,1,0.49283333333333335,0.2
eat_bio,12,2,0.49483333333333335,0.2
eat_bio,12,3,0.482,0.2
eat_bio,12,4,0.472,0.2
eat_bio,12,5,0.4713333333333333,0.2
eat_bio,12,6,0.44866666666666666,0.2
eat_bio,12,7,0.42816666666666664,0.2
eat_bio,12,8,0.43,0.2
eat_bio,12,9,0.4145,0.2
eat_bio,12,10,0.4045,0.2
eat_bio,12,11,0.3998333333333333,0.2
eat_bio,12,12,0.39516666666666667,0.2
eat_bio,12,13,0.38116666666666665,0.2
eat_bio,12,14,0.37333333333333335,0.2
eat_bio,12,15,0.37033333333333335,0.2
eat_bio,12,16,0.356,0.2
eat_bio,12,17,0.3551666666666667,0.2
eat_bio,12,18,0.345,0.2
eat_bio,12,19,0.3411666666666667,0.2
eat_bio,12,20,0.3375,0.2
eat_bio,12,21,0.3375,0.2
eat_bio,12,22,0.32716666666666666,0.2
eat_bio,12,23,0.31483333333333335,0.2
eat_bio,12,24,0.31483333333333335,0.2
eat_bio,12,25,0.3215,0.2
eat_bio,12,26,0.3255,0.2
eat_bio,12,27,0.3258333333333333,0.2
eat_bio,12,28,0.3283333333333333,0.2
eat_bio,12,29,0.3315,0.2
eat_bio,12,30,0.3328333333333333,0.2
eat_bio,12,31,0.33316666666666667,0.2
eat_bio,12,32,0.3335,0.2
eat_bio,12,33,0.3333333333333333,0.2
eat_bio,12,34,0.3333333333333333,0.2
eat_bio,12,35,0.3333333333333333,0.2
eat_bio,12,36,0.3333333333333333,0.2
eat_bio,12,37,0.3333333333333333,0.2
eat_bio,12,38,0.3333333333333333,0.2
eat_bio,12,39,0.3333333333333333,0.2
eat_bio,12,40,0.3333333333333333,0.2
eat_bio,12,41,0.3333333333333333,0.2
eat_bio,12,42,0.3333333333333333,0.2
eat_bio,12,43,0.3333333333333333,0.2
eat_bio,12,44,0.3333333333333333,0.2
eat_bio,12,45,0.3333333333333333,0.2
eat_bio,12,46,0.3333333333333333,0.2
eat_bio,12,47,0.3333333333333333,0.2
eat_bio,12,48,0.3333333333333333,0.2
eat_bio,12,49,0.3333333333333333,0.2
eat_bio,12,50,0.3333333333333333,0.2
eat_bio,12,51,0.3333333333333333,0.2
eat_bio,12,52,0.3333333333333333,0.2
eat_bio,12,53,0.3333333333333333,0.2
eat_bio,12,54,0.3333333333333333,0.2
eat_bio,12,55,0.3333333333333333,0.2
eat_bio,12,56,0.3333333333333333,0.2
eat_bio,12,57,0.3333333333333333,0.2
eat_bio,12,58,0.3333333333333333,0.2
eat_bio,12,59,0.3333333333333333,0.2
eat_bio,12,60,0.3333333333333333,0.2
eat_bio,12,61,0.3333333333333333,0.2
eat_bio,12,62,0.3333333333333333,0.2
eat_bio,12,63,0.3333333333333333,0.2
eat_bio,12,64,0.3333333333333333,0.2
eat_bio,12,65,0.3333333333333333,0.2
eat_bio,12,66,0.3333333333333333,0.2
eat_bio,12,67,0.3333333333333333,0.2
eat_bio,12,68,0.3333333333333333,0.2
eat_bio,12,69,0.3333333333333333,0.2
eat_bio,12,70,0.3333333333333333,0.2
eat_bio,12,71,0.3333333333333333,0.2
eat_bio,12,72,0.3333333333333333,0.2
eat_bio,12,73,0.3333333333333333,0.2
eat_bio,12,74,0.3333333333333333,0.2
eat_bio,12,75,0.3333333333333333,0.2
eat_bio,12,76,0.3333333333333333,0.2
eat_bio,12,77,0.3333333333333333,0.2
eat_bio,12,78,0.3333333333333333,0.2
eat_bio,12,79,0.3333333333333333,0.2
sl_eat_all_ssl_all,5,0,0.5683333333333334,0.2
sl_eat_all_ssl_all,5,1,0.553,0.2
sl_eat_all_ssl_all,5,2,0.5326666666666666,0.2
sl_eat_all_ssl_all,5,3,0.5195,0.2
sl_eat_all_ssl_all,5,4,0.507,0.2
sl_eat_all_ssl_all,5,5,0.49883333333333335,0.2
sl_eat_all_ssl_all,5,6,0.4905,0.2
sl_eat_all_ssl_all,5,7,0.4741666666666667,0.2
sl_eat_all_ssl_all,5,8,0.4585,0.2
sl_eat_all_ssl_all,5,9,0.4455,0.2
sl_eat_all_ssl_all,5,10,0.4251666666666667,0.2
sl_eat_all_ssl_all,5,11,0.4226666666666667,0.2
sl_eat_all_ssl_all,5,12,0.4023333333333333,0.2
sl_eat_all_ssl_all,5,13,0.4063333333333333,0.2
sl_eat_all_ssl_all,5,14,0.4106666666666667,0.2
sl_eat_all_ssl_all,5,15,0.406,0.2
sl_eat_all_ssl_all,5,16,0.3953333333333333,0.2
sl_eat_all_ssl_all,5,17,0.38366666666666666,0.2
sl_eat_all_ssl_all,5,18,0.36866666666666664,0.2
sl_eat_all_ssl_all,5,19,0.36566666666666664,0.2
sl_eat_all_ssl_all,5,20,0.3675,0.2
sl_eat_all_ssl_all,5,21,0.3626666666666667,0.2
sl_eat_all_ssl_all,5,22,0.35583333333333333,0.2
sl_eat_all_ssl_all,5,23,0.3541666666666667,0.2
sl_eat_all_ssl_all,5,24,0.3501666666666667,0.2
